DateTime,Open,High,Low,Close,Volume,TickVolume
2025-10-01 07:00:00,24579.7,24589.7,24579.0,24585.5,0,911
2025-10-01 06:00:00,24595.3,24596.1,24571.5,24579.5,0,4135
2025-10-01 05:00:00,24611.9,24613.2,24591.4,24594.7,0,4565
2025-10-01 04:00:00,24602.2,24618.6,24591.9,24612.0,0,5607
2025-10-01 03:00:00,24639.1,24644.7,24594.8,24602.0,0,7434
2025-10-01 02:00:00,24642.8,24656.0,24628.6,24638.1,0,3866
2025-10-01 01:00:00,24650.1,24684.3,24631.5,24643.3,0,4171
2025-09-30 23:00:00,24704.0,24706.7,24641.0,24644.2,0,5735
2025-09-30 22:00:00,24642.6,24719.5,24627.5,24703.4,0,18919
2025-09-30 21:00:00,24573.7,24657.2,24568.0,24643.4,0,17372
2025-09-30 20:00:00,24589.6,24603.1,24537.9,24574.5,0,20663
2025-09-30 19:00:00,24617.6,24649.9,24578.3,24590.3,0,19382
2025-09-30 18:00:00,24648.1,24667.6,24562.4,24617.4,0,23195
2025-09-30 17:00:00,24593.5,24660.7,24552.9,24649.2,0,26588
2025-09-30 16:00:00,24639.8,24643.2,24529.3,24592.7,0,18714
2025-09-30 15:00:00,24610.2,24651.3,24595.4,24639.8,0,7212
2025-09-30 14:00:00,24616.2,24623.8,24596.5,24610.1,0,5556
2025-09-30 13:00:00,24601.0,24620.7,24581.1,24614.7,0,5277
2025-09-30 12:00:00,24606.7,24626.9,24593.5,24601.5,0,6180
2025-09-30 11:00:00,24592.0,24618.5,24569.7,24607.7,0,8833
2025-09-30 10:00:00,24618.9,24624.5,24561.7,24597.2,0,9883
2025-09-30 09:00:00,24643.0,24662.4,24616.7,24618.7,0,4742
2025-09-30 08:00:00,24630.0,24647.0,24623.2,24643.0,0,3670
2025-09-30 07:00:00,24649.4,24651.5,24629.7,24629.9,0,2622
2025-09-30 06:00:00,24655.6,24663.2,24646.0,24649.2,0,2836
2025-09-30 05:00:00,24626.4,24659.5,24624.5,24655.7,0,3412
