DateTime,Open,High,Low,Close,Volume,TickVolume
2025-10-01 07:00:00,24579.7,24589.7,24579.0,24585.5,0,911
2025-10-01 06:45:00,24572.5,24582.4,24571.5,24579.5,0,970
2025-10-01 06:30:00,24578.1,24580.2,24571.9,24572.5,0,884
2025-10-01 06:15:00,24580.6,24582.0,24573.5,24578.3,0,987
2025-10-01 06:00:00,24595.3,24596.1,24577.5,24580.4,0,1294
2025-10-01 05:45:00,24596.6,24599.2,24591.4,24594.7,0,850
2025-10-01 05:30:00,24607.5,24608.2,24592.2,24596.6,0,1160
2025-10-01 05:15:00,24597.7,24611.5,24595.9,24607.7,0,1229
2025-10-01 05:00:00,24611.9,24613.2,24595.1,24598.0,0,1326
2025-10-01 04:45:00,24615.9,24618.6,24609.2,24612.0,0,1054
2025-10-01 04:30:00,24614.5,24617.8,24601.7,24616.2,0,1512
2025-10-01 04:15:00,24596.7,24616.2,24596.0,24614.0,0,1279
2025-10-01 04:00:00,24602.2,24606.4,24591.9,24596.2,0,1762
2025-10-01 03:45:00,24611.5,24619.0,24596.2,24602.0,0,1589
2025-10-01 03:30:00,24598.7,24613.6,24598.2,24611.7,0,1601
2025-10-01 03:15:00,24630.7,24630.7,24594.8,24598.5,0,2319
2025-10-01 03:00:00,24639.1,24644.7,24626.0,24630.5,0,1925
2025-10-01 02:45:00,24647.4,24651.4,24637.7,24638.1,0,842
2025-10-01 02:30:00,24646.2,24652.3,24645.2,24647.2,0,613
2025-10-01 02:15:00,24645.0,24656.0,24639.7,24646.0,0,950
2025-10-01 02:00:00,24642.8,24650.3,24628.6,24645.3,0,1461
2025-10-01 01:45:00,24671.5,24671.5,24631.5,24643.3,0,1146
2025-10-01 01:30:00,24678.0,24684.3,24666.2,24671.4,0,999
2025-10-01 01:15:00,24668.7,24679.1,24663.2,24678.0,0,840
2025-10-01 01:00:00,24650.1,24674.8,24644.5,24669.0,0,1186
2025-09-30 23:45:00,24643.7,24654.7,24643.3,24644.2,0,1248
2025-09-30 23:30:00,24660.5,24660.8,24641.0,24643.4,0,1234
2025-09-30 23:00:00,24704.0,24706.7,24662.7,24663.7,0,3253
2025-09-30 22:45:00,24649.8,24719.5,24649.0,24703.4,0,5767
2025-09-30 22:30:00,24667.2,24683.8,24642.3,24650.5,0,4537
2025-09-30 22:15:00,24636.0,24671.6,24627.5,24667.4,0,4403
2025-09-30 22:00:00,24642.6,24657.8,24635.0,24635.9,0,4212
2025-09-30 21:45:00,24644.5,24657.2,24639.4,24643.4,0,4029
2025-09-30 21:30:00,24632.7,24647.2,24621.7,24644.5,0,4121
2025-09-30 21:15:00,24615.9,24639.0,24607.9,24633.2,0,4689
2025-09-30 21:00:00,24573.7,24617.4,24568.0,24615.8,0,4533
2025-09-30 20:45:00,24556.8,24603.1,24556.2,24574.5,0,4984
2025-09-30 20:30:00,24553.2,24566.7,24537.9,24557.0,0,5471
2025-09-30 20:15:00,24573.3,24578.0,24538.7,24554.3,0,5423
2025-09-30 20:00:00,24589.6,24593.2,24561.0,24573.9,0,4785
2025-09-30 19:45:00,24620.7,24623.0,24578.3,24590.3,0,4592
2025-09-30 19:30:00,24617.5,24630.4,24603.2,24621.1,0,4642
