DateTime,Open,High,Low,Close,Volume,TickVolume
2025-07-15 20:00:00,44095.1,44165.1,44085.5,44160.5,0,2589
2025-07-15 16:00:00,44431.6,44532.9,44092.5,44096.1,0,20136
2025-07-15 12:00:00,44418.9,44525.9,44383.1,44430.6,0,6420
2025-07-15 08:00:00,44486.8,44534.2,44392.1,44417.9,0,5736
2025-07-15 04:00:00,44429.4,44617.1,44412.1,44486.1,0,5121
2025-07-15 00:00:00,44439.9,44455.4,44407.4,44430.4,0,1934
2025-07-14 20:00:00,44407.1,44491.9,44402.5,44461.9,0,8930
2025-07-14 16:00:00,44238.9,44460.1,44220.1,44406.1,0,17478
2025-07-14 12:00:00,44224.1,44286.9,44210.6,44239.9,0,5214
2025-07-14 08:00:00,44187.0,44245.6,44107.8,44222.1,0,6042
2025-07-14 04:00:00,44184.1,44205.7,44159.7,44186.4,0,2675
2025-07-14 00:00:00,44203.0,44242.8,44151.8,44185.1,0,3793
2025-07-11 20:00:00,44366.5,44420.5,44316.8,44341.5,0,11851
2025-07-11 16:00:00,44402.1,44457.5,44278.5,44367.5,0,18006
2025-07-11 12:00:00,44439.9,44453.5,44313.1,44403.1,0,7351
2025-07-11 08:00:00,44551.0,44564.8,44398.1,44438.9,0,7501
2025-07-11 04:00:00,44452.7,44573.4,44418.7,44550.4,0,4284
2025-07-11 00:00:00,44656.9,44708.7,44401.7,44451.7,0,4851
2025-07-10 20:00:00,44724.1,44805.1,44626.9,44634.4,0,9826
2025-07-10 16:00:00,44413.9,44767.1,44386.1,44722.1,0,15960
2025-07-10 12:00:00,44383.1,44487.9,44368.0,44414.9,0,4561
2025-07-10 08:00:00,44367.8,44404.4,44328.6,44381.6,0,3925
2025-07-10 04:00:00,44419.4,44433.4,44358.4,44366.1,0,2508
2025-07-10 00:00:00,44477.9,44527.7,44413.7,44417.4,0,2059
2025-07-09 20:00:00,44323.5,44517.4,44302.5,44489.4,0,11078
2025-07-09 16:00:00,44424.6,44593.1,44254.5,44324.5,0,18031
2025-07-09 12:00:00,44296.0,44446.9,44296.0,44423.1,0,5373
2025-07-09 08:00:00,44245.0,44319.9,44200.2,44294.0,0,4263
2025-07-09 04:00:00,44215.4,44262.4,44183.1,44244.4,0,2511
2025-07-09 00:00:00,44286.9,44302.5,44195.1,44216.4,0,1718
2025-07-08 20:00:00,44301.1,44335.1,44226.5,44266.9,0,12003
2025-07-08 16:00:00,44382.9,44466.1,44242.5,44300.1,0,19027
2025-07-08 12:00:00,44392.6,44441.9,44345.1,44383.9,0,6017
2025-07-08 08:00:00,44394.0,44472.9,44368.1,44393.1,0,4886
2025-07-08 04:00:00,44375.4,44414.4,44352.7,44393.4,0,2749
2025-07-08 00:00:00,44343.9,44390.4,44263.7,44376.4,0,3264
2025-07-07 20:00:00,44334.1,44448.1,44178.5,44320.9,0,15547
2025-07-07 16:00:00,44784.4,44823.4,44296.5,44332.1,0,19295
2025-07-07 12:00:00,44759.0,44882.4,44749.1,44785.9,0,5736
2025-07-07 08:00:00,44706.0,44802.9,44683.2,44758.0,0,5544
2025-07-07 04:00:00,44749.4,44760.4,44670.1,44705.4,0,3584
2025-07-07 00:00:00,44773.0,44804.0,44699.8,44750.4,0,3175
2025-07-04 16:00:00,44595.9,44655.1,44568.5,44584.1,0,5588
2025-07-04 12:00:00,44584.6,44620.9,44520.6,44594.9,0,5495
